emp_no,first_name,last_name,title,from_date
13769,Yakichi,Trogemann,Senior Staff,1988-10-18
13775,Arve,Maierhofer,Senior Staff,1994-10-21
13786,Takushi,Berendt,Senior Staff,1995-05-19
13787,Xiaobin,Sinicrope,Senior Engineer,1996-10-29
13788,Takahira,Furedi,Assistant Engineer,1997-04-03
13792,Valery,Sury,Senior Staff,1991-07-27
13795,Mayuri,Gewali,Technique Leader,1986-08-04
13796,Paloma,Thorelli,Engineer,1996-01-01
13801,Shih,Mayerwieser,Staff,1999-05-26
13809,Kiyotoshi,Basagni,Senior Staff,1991-01-12
13815,Guadalupe,Plotkin,Senior Engineer,1993-09-09
13825,Arlette,Pell,Technique Leader,1986-08-02
13841,Christophe,Spinelli,Technique Leader,1992-02-01
13842,Juichirou,Cichocki,Senior Staff,2000-04-20
13846,Guiseppe,Welham,Senior Staff,1985-03-20
13853,Mingsen,Roohalamini,Senior Staff,1991-03-25
13859,Anoosh,Fujisawa,Senior Engineer,1992-08-22
13883,Kwangyoen,Barreiro,Senior Engineer,1988-02-23
13884,Kensei,Swift,Engineer,1998-12-21
13894,Ult,Schonegge,Engineer,1995-11-28
13904,Youngkon,Cairo,Senior Engineer,1987-09-03
13914,Serge,Albarhamtoshy,Senior Staff,1985-08-07
13916,Vidya,Wynblatt,Senior Staff,1995-06-06
13930,Sukumar,Chartres,Senior Staff,1992-11-26
13934,Shiv,Bratsberg,Senior Engineer,1990-04-05
13942,Elzbieta,Esteva,Technique Leader,1997-10-13
13951,Mooi,Genther,Senior Staff,1990-12-28
13960,Nechama,Hettesheimer,Senior Staff,1996-04-06
13962,Maris,Ghelli,Senior Engineer,1994-10-26
13966,Boguslaw,Cooman,Senior Staff,1990-12-26
13969,Jianwen,Chandrasekhar,Technique Leader,1985-05-29
13979,Turgut,Highland,Senior Engineer,1995-06-08
13986,Geraldo,Ramsey,Staff,1985-12-03
13990,Deborah,Schapiro,Engineer,1996-06-10
13992,Ulises,Kenevan,Senior Staff,1994-07-27
13999,Florian,Crouzet,Senior Staff,2000-02-25
14005,Vojin,Stellhorn,Technique Leader,1985-05-10
14015,Manibrata,Picaronny,Senior Engineer,1997-08-15
14034,Aloys,Seghrouchni,Senior Staff,1991-08-26
14041,Shan,DeMori,Senior Staff,1995-12-22
14045,Ymte,Alpin,Staff,1993-12-28
14067,Godehard,Trachtenberg,Senior Engineer,2000-02-14
14088,Mori,Leslie,Senior Staff,1994-11-10
14102,Feixiong,Jording,Engineer,1989-04-03
14107,Xiahua,Rindone,Senior Staff,1999-12-15
14111,Leszek,Cummings,Senior Staff,1999-09-26
14113,Along,Herber,Engineer,1985-11-17
14118,Kasturi,Anido,Senior Staff,1985-04-06
14139,Sachin,Conry,Engineer,1995-01-07
14167,Adas,Hertweck,Senior Engineer,1994-12-01
14191,Jiann,Luby,Senior Engineer,1993-01-15
14197,Adin,Chachaty,Senior Staff,1993-01-20
14209,Masanao,Kusakabe,Senior Staff,1988-04-06
14220,Tomofumi,Pargas,Senior Engineer,1987-12-02
14224,Guther,Conta,Staff,1986-01-30
14232,Masali,Bojadziev,Senior Engineer,1999-09-10
14236,Xuedong,Angiulli,Senior Staff,1988-11-07
14237,Abdulla,Gerlach,Senior Engineer,1994-06-13
14242,Sudhanshu,Benaini,Senior Staff,1992-06-27
14254,Chikara,Narahara,Engineer,1994-09-23
14257,Kwok,Massonet,Staff,1998-02-04
14275,Tristan,Aseltine,Senior Staff,1999-06-30
14287,Masali,Highland,Senior Staff,1998-06-04
14289,Paraskevi,Gist,Assistant Engineer,1999-03-16
14290,Miyeon,Olivero,Senior Engineer,1992-03-29
14292,Susanna,Vigier,Senior Staff,1997-02-18
14293,Qunsheng,Middleton,Senior Staff,1985-05-09
14298,Chriss,Granlund,Senior Engineer,2001-01-06
14310,Marlo,Leuchs,Senior Staff,1987-02-23
14320,Sreenivas,Schaar,Senior Engineer,1992-06-29
14322,Shem,Kakkad,Engineer,1999-11-19
14323,Golgen,Leslie,Staff,1997-08-05
14340,Vitaly,Wixon,Senior Engineer,1995-12-19
14344,Otilia,Buescher,Technique Leader,1988-12-16
14345,Barry,Ramsey,Engineer,1985-04-06
14354,Mong,Bojadziev,Senior Staff,1990-08-28
14360,Janche,Erbe,Senior Staff,1997-08-01
14372,Saniya,Srimani,Engineer,1999-12-26
14380,Shigeu,Heemskerk,Senior Staff,1994-01-29
14384,Tomofumi,Holburn,Technique Leader,1988-02-13
14422,Toshimo,Gadepally,Senior Engineer,1990-10-20
14434,Elvis,Maginnis,Technique Leader,1989-09-21
14439,Raimond,Woycyznski,Senior Engineer,1994-11-01
14441,Divine,Manders,Engineer,1987-03-09
14460,Yagil,Lueh,Senior Engineer,1995-01-23
14478,Munehiro,Boissier,Senior Staff,1992-06-28
14481,Moti,Lammel,Senior Engineer,1993-08-24
14483,Supot,Marrevee,Senior Engineer,1986-01-30
14486,Indrajit,Birdsall,Senior Engineer,1999-08-12
14498,Xiong,Selenyi,Senior Staff,1994-10-17
14501,Taizo,Kroft,Technique Leader,1991-11-20
14509,Danil,Aloia,Senior Staff,2001-12-16
14513,Samphel,Barreiro,Senior Staff,1985-07-28
14514,Fay,Denny,Senior Engineer,1988-08-17
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19
14516,Kristian,Underwood,Senior Staff,1989-04-08
14518,Patricia,Peir,Engineer,1996-02-18
14522,Chuanyi,Ranta,Senior Staff,1990-01-14
14533,Kensei,Borovoy,Senior Engineer,1998-04-18
14537,Babette,Engelmann,Senior Engineer,1994-03-17
14539,Ashish,Danlos,Engineer,1998-12-17
14552,Ibibia,Snyers,Senior Engineer,1999-06-13
14556,Fatemeh,Zultner,Engineer,1994-12-26
14560,Elrique,Driscoll,Senior Engineer,1993-05-21
14581,Gao,Condotta,Senior Engineer,1996-06-28
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08
14600,Jayson,Cairo,Senior Staff,1988-10-24
14603,Lech,Marquardt,Senior Engineer,1993-01-19
14607,Suzette,Selvestrel,Staff,1994-06-26
14620,Jianhua,Erev,Senior Engineer,1993-08-04
14621,Souichi,Wixon,Senior Staff,1992-01-20
14632,Gudjon,McClurg,Senior Engineer,2001-08-01
14639,Arvind,Hempstead,Senior Staff,1994-11-08
14640,Toshimori,Kornatzky,Senior Engineer,1998-05-20
14642,Florian,Kuhnemann,Senior Engineer,1996-06-04
14645,Laurentiu,Glinert,Senior Engineer,1995-05-01
14648,IEEE,Lorys,Senior Staff,1994-11-16
14655,Jingling,Segond,Senior Staff,1995-06-03
14659,Sashi,Adachi,Senior Engineer,1990-03-16
14675,Teunis,Angel,Senior Staff,1988-09-25
14677,Herbert,Sifakis,Senior Engineer,1987-02-12
14683,Alois,Basart,Senior Engineer,1994-12-02
14690,Yechezkel,Bellone,Senior Engineer,1994-02-25
14693,Brewster,Stranks,Senior Staff,1992-05-04
14710,Mahmut,Hainaut,Senior Staff,1988-09-18
14713,Terresa,Ballarin,Technique Leader,1987-10-11
14722,Sachin,Jakobus,Staff,1991-07-06
14723,Constantino,Assaf,Senior Staff,2002-06-01
14724,Aron,Lemarechal,Senior Staff,1993-09-10
14774,Gio,Sigstam,Staff,1998-07-19
14780,Marlo,Bruckman,Senior Engineer,1986-09-19
14785,Zhonghua,Kaiser,Senior Engineer,1988-06-23
14793,Stein,Uchoa,Engineer,1998-01-18
14814,Odysseas,Nishimukai,Senior Staff,1996-10-26
14817,Gaurav,Masaki,Senior Engineer,1997-12-02
14821,Oguz,Kilgore,Engineer,1997-05-25
14839,Changho,Cronin,Senior Engineer,1998-04-24
14846,Magy,Joslin,Senior Engineer,1997-05-02
14853,Taiji,Nergos,Senior Engineer,1993-03-07
14854,Angus,Perko,Senior Staff,1997-03-12
14865,Ute,Serra,Senior Staff,1986-07-13
14871,Arnd,Kaiserswerth,Staff,1996-03-28
14877,Arto,Meriste,Senior Engineer,1996-06-06
14879,Anyuan,Sigstam,Senior Engineer,1993-12-28
14888,Temple,Barriga,Senior Staff,1986-12-09
14899,Alejandro,Casley,Senior Staff,1991-02-22
14905,Karsten,Baja,Engineer,1987-09-14
14906,Adil,Parveen,Senior Staff,1996-12-10
14908,Kerhong,Flanders,Senior Engineer,1997-09-17
14909,Mohan,Kamble,Senior Engineer,1996-12-20
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06
14914,Gretta,Benzaken,Engineer,1999-09-25
14915,Huican,Picco,Engineer,1994-07-03
14923,Shuzo,Gyorkos,Technique Leader,1985-05-15
14928,Satoru,Mukaidono,Senior Staff,1985-05-17
14941,Nathan,Lichtner,Senior Engineer,1994-12-22
14942,Heon,Benveniste,Senior Engineer,1992-11-14
14949,Insup,Reinhart,Senior Engineer,1995-10-08
14954,Fox,Magliocco,Senior Engineer,1988-08-05
14955,Boguslaw,Kalefeld,Engineer,1994-02-03
14959,Kerryn,Hiyoshi,Technique Leader,1995-10-23
14966,Zhanqiu,Underwood,Staff,1996-04-06
14971,Fan,Simmen,Senior Staff,1991-03-25
14983,Hyuckchul,Pouyioutas,Senior Staff,1996-12-26
14987,Tiina,Demeyer,Engineer,1998-07-30
14993,Sanjay,Koblitz,Senior Engineer,1994-04-20
15005,Kiam,Sadowsky,Senior Engineer,1993-05-23
15016,Woody,Gulik,Senior Staff,1991-10-21
15018,Ramalingam,Prenel,Senior Staff,1999-03-11
15019,Qingxiang,Shokrollahi,Senior Engineer,1997-11-02
15024,Yurii,Rullman,Staff,1999-11-21
15029,Giordano,Koshino,Senior Staff,1996-04-26
15030,Rasikan,Nourani,Senior Staff,1999-04-11
15036,Ziva,Delgrande,Senior Engineer,1994-11-04
15049,Khun,Waymire,Senior Staff,1991-01-17
15052,Flemming,Kranzdorf,Senior Engineer,1993-01-27
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15
15066,Tomokazu,Oaver,Senior Engineer,2002-06-29
15069,Manton,Siksek,Technique Leader,1987-08-05
15071,Ayonca,Couchot,Senior Staff,1996-10-15
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25
15082,Guadalupe,Zirintsis,Technique Leader,1986-04-01
15087,Chirstian,Ushiama,Senior Engineer,1997-09-14
15089,Giri,Coney,Senior Engineer,1995-05-14
15092,Remmert,Bahi,Senior Staff,1986-05-26
15102,Luigi,Axelband,Senior Engineer,2000-11-04
15105,Sudhanshu,Itzigehl,Senior Staff,1994-11-22
15113,Zhiguo,Giaccio,Staff,1988-09-23
15114,Pantung,Honglei,Engineer,1998-03-09
15133,Kagan,Malinowski,Engineer,1997-08-12
15134,Arun,Luiz,Senior Staff,1998-07-23
15145,Haldon,Servieres,Senior Engineer,1995-04-20
15151,Urs,Pouyioutas,Senior Staff,1999-12-30
15176,Charlene,Sankaranarayanan,Senior Staff,1992-11-16
15193,Neelam,Schach,Senior Engineer,1989-02-14
15196,Souichi,Duclos,Senior Engineer,2001-07-09
15199,Heeju,Bernardinello,Senior Engineer,1992-10-05
15202,Pranay,Irland,Engineer,1998-07-05
15205,Cheong,Rodiger,Engineer,1993-04-12
15208,Sudharsan,Shokrollahi,Senior Staff,1994-04-18
15218,Shuky,Conry,Senior Staff,2001-08-10
15228,Mona,Salvesen,Senior Staff,1995-01-17
15230,Keiichiro,Suessmith,Senior Engineer,1999-03-17
15234,Jouko,Zhiwei,Senior Engineer,1987-09-03
15237,Reinhard,Sadowsky,Senior Engineer,1995-08-17
15243,Mountaz,Famili,Senior Staff,2001-09-19
15248,Edwin,Baar,Senior Staff,1997-03-22
15253,Ayonca,Pardalos,Senior Engineer,1992-06-06
15258,Guther,Karcich,Engineer,1999-04-11
15269,Eric,Reghbati,Senior Engineer,1993-08-21
15271,Shiv,Bernardeschi,Senior Staff,1986-12-05
15278,Adam,Rohrbach,Staff,1987-10-29
15292,Miyeon,Lammel,Senior Staff,1995-07-31
15295,Lobel,Peak,Engineer,1988-04-25
15312,Deniz,Linnainmaa,Engineer,1996-09-13
15324,Ziya,Lunn,Senior Engineer,2001-03-25
15329,Fan,Openshaw,Engineer,1997-08-16
15330,Jaroslava,Chinal,Senior Staff,1995-05-31
15334,Luerbio,Kuzuoka,Engineer,2000-01-31
15337,Masaru,Radivojevic,Senior Engineer,1997-08-07
15343,Chaosheng,Luce,Senior Engineer,1992-03-12
15354,Chikara,Nyrup,Staff,1994-10-18
15365,Mikhail,Schiettecatte,Senior Engineer,1995-08-11
15369,Premal,Penttonen,Staff,1999-08-20
15370,Chuanyi,Nilsson,Senior Engineer,1993-12-21
15372,Nahum,Broder,Senior Staff,1994-10-12
15375,Shuho,Manders,Senior Staff,2000-11-02
15377,Shugo,Aumann,Senior Engineer,1992-12-18
15382,Alassane,Siegrist,Senior Staff,1992-12-26
15386,Genki,Sambasivam,Staff,1999-02-01
15392,Pradeep,Markovitch,Assistant Engineer,1994-07-04
15408,Maik,Penttonen,Staff,1996-11-23
15410,Wilmer,Kushner,Senior Staff,1998-09-13
15412,Huai,Thiria,Senior Engineer,1992-08-23
15438,Constantijn,Munoz,Senior Staff,1991-12-24
15441,Arvind,Weisert,Senior Staff,2000-02-06
15452,Kazuhira,Weedman,Engineer,1995-05-11
15454,Hongzue,Cesareni,Senior Staff,1991-02-27
15470,Weiwu,Huhdanpaa,Engineer,1996-08-08
15474,Gilbert,Plumb,Senior Staff,1994-12-04
15479,Zhenbing,Soicher,Senior Engineer,1994-01-25
15480,Kwok,Trogemann,Senior Engineer,1999-04-29
15504,Kasturi,Alpin,Engineer,1997-02-06
15505,Collette,Mikschl,Senior Engineer,1993-08-30
15510,Inderjeet,Sethi,Senior Engineer,1994-08-29
15511,George,Kowalchuk,Senior Staff,1986-04-20
15518,Uno,Valtorta,Senior Engineer,1996-10-02
15525,Masadi,Cherinka,Senior Engineer,2001-04-27
15534,Guozhong,Grabner,Senior Staff,1995-05-06
15539,Shigeichiro,Spieker,Senior Staff,1994-03-02
15543,Mingdong,Staelin,Senior Engineer,1988-07-30
15545,Masadi,Suri,Engineer,1985-09-10
15548,Sanjai,Caine,Senior Engineer,1997-05-08
15563,Constantino,Zykh,Senior Staff,1994-04-08
15565,True,Muchinsky,Senior Staff,1986-12-16
15566,Baoqiu,Azuma,Senior Staff,1988-04-11
15569,Rosalie,Garnick,Senior Staff,1997-07-04
15600,Mack,Perna,Senior Engineer,1994-04-26
15601,Carrsten,Anily,Senior Staff,1994-07-10
15623,Vishu,Falby,Senior Engineer,1990-09-23
15641,Jaana,Roisin,Senior Staff,1998-04-07
15651,Huan,Iwayama,Senior Engineer,2001-11-22
15656,Mohammad,Schaaf,Senior Staff,1996-05-25
15666,Pintsang,Rothenberg,Assistant Engineer,1998-06-15
15682,Hiroyasu,Przulj,Senior Engineer,1995-06-21
15687,Dekang,Ambroszkiewicz,Senior Staff,1996-02-13
15703,Chenye,Hanratty,Engineer,1994-12-06
15708,Reuven,Kushnir,Senior Staff,1995-01-22
15714,Troy,Bala,Engineer,2001-03-08
15715,Insup,Ibel,Staff,1999-09-21
15726,Zhilian,Parascandalo,Senior Staff,2001-08-28
15728,Jaewon,Nooteboom,Senior Staff,1992-05-29
15739,Poorav,Bahr,Engineer,1999-03-02
15740,Stepehn,Pocchiola,Senior Staff,2000-06-03
15750,Arumugam,Bresenham,Senior Engineer,2000-11-13
15753,Sanjay,Breugel,Senior Engineer,2000-04-22
15762,Kien,Impagliazzo,Staff,1991-02-05
15765,Tonny,Taubenfeld,Senior Engineer,1998-02-15
15767,Baocai,Broomell,Senior Engineer,1999-06-09
15769,Pranay,Oskamp,Staff,1999-06-20
15788,Taegyun,Deyuan,Senior Engineer,1998-03-13
15799,Manton,Gelosh,Senior Staff,1995-05-08
15809,Mingsen,Antonisse,Senior Staff,1994-06-07
15819,Magdalena,Rajcani,Senior Staff,1999-08-16
15821,Aleksander,Antonakopoulos,Engineer,1997-06-09
15846,Bowen,Litecky,Technique Leader,1989-03-23
15861,Gio,Anido,Senior Staff,1995-12-20
15866,Angel,Seiwald,Senior Engineer,1991-10-03
15869,Guoxiang,Bala,Senior Engineer,2002-01-21
15876,Munehiro,Vakili,Senior Engineer,1999-08-03
15877,Yannik,Kroll,Engineer,1999-08-10
15880,Miquel,Dechter,Technique Leader,1996-12-02
15889,Sasan,Azumi,Senior Engineer,1995-02-03
15892,Lunjin,Pettis,Senior Engineer,1991-09-20
15901,Marsja,Fargier,Senior Engineer,1993-09-22
15902,Kazuhide,Stille,Senior Staff,1993-03-23
15905,DeForest,Petersohn,Senior Engineer,1993-02-11
15911,Shaibal,Viele,Senior Engineer,1998-01-13
15912,Piyawadee,Cichocki,Senior Staff,1993-06-07
15920,Sanjit,Laurillard,Engineer,1988-10-04
15934,Kensyu,Shinomoto,Assistant Engineer,1995-08-20
15938,Garnik,Covnot,Senior Staff,1997-10-16
15942,Murthy,Rosca,Senior Engineer,1991-09-09
15943,Yakkov,Demke,Senior Engineer,2002-02-05
15945,Hauke,Larfeldt,Senior Engineer,2000-11-16
15946,Sham,Onuegbe,Technique Leader,1995-03-06
15948,Karoline,Versino,Senior Engineer,1991-01-14
15955,Yuguang,Dratva,Senior Engineer,1991-03-31
15971,Arumugam,Aloia,Senior Engineer,1988-05-03
15977,King,Ballarin,Senior Staff,2000-11-02
15978,Kaijung,Wielonsky,Engineer,1997-02-25
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19
16000,Marek,Demos,Senior Engineer,2002-05-05
16018,Boutros,Papadias,Senior Engineer,1992-10-05
16019,Chaoyi,Heystek,Senior Engineer,1990-08-01
16025,Doowon,Luce,Senior Engineer,1994-03-05
16028,JiYoung,Takkinen,Senior Engineer,1995-08-13
16033,Wayne,Spelt,Senior Staff,1986-09-09
16052,Maria,Rodham,Senior Engineer,1997-01-26
16066,Marsha,Penn,Senior Staff,1993-09-16
16068,Leandro,Zongker,Senior Staff,1992-12-17
16076,Marko,Ebeling,Engineer,1997-08-06
16077,Kannan,Heemskerk,Senior Engineer,2001-07-02
16086,Mohammad,Denos,Senior Engineer,1999-04-26
16094,Berto,Rosar,Senior Engineer,1999-07-18
16099,Mohan,Ferretti,Senior Staff,1990-10-23
16105,Alper,Tetzlaff,Senior Staff,1985-12-31
16126,Tse,Crabtree,Staff,1997-10-10
16130,Kerryn,Belinskaya,Engineer,2002-07-26
16134,Annemarie,Chaudhuri,Senior Engineer,1998-03-12
16138,Leucio,Krzyzanowski,Senior Staff,1994-05-05
16146,Cathie,Meriste,Senior Engineer,1994-02-19
16154,Monique,Docker,Technique Leader,1994-03-12
16164,Janche,Kinley,Senior Engineer,1995-01-02
16185,Marin,Winter,Technique Leader,1987-04-28
16192,Leandro,Sigstam,Senior Engineer,1992-05-05
16201,Krassimir,Olano,Technique Leader,1987-08-13
16203,Mori,Kulisch,Engineer,1990-10-16
16212,Izaskun,Glinert,Engineer,1994-03-29
16222,Shaz,Thummel,Engineer,1995-08-29
16227,Hitomi,Vural,Senior Engineer,1993-09-25
16229,Ronnie,Lanzelotte,Senior Staff,1996-09-17
16230,Ung,Babu,Senior Staff,1996-02-19
16233,Sushant,Baba,Senior Staff,1987-03-24
16234,Jacopo,Basart,Senior Staff,1991-05-14
16237,Slavian,Leaver,Senior Engineer,1993-05-14
16246,Makato,Masaki,Engineer,1996-10-10
16252,Carrsten,Mattern,Senior Engineer,1995-07-11
16255,Tomokazu,Ohori,Senior Engineer,1988-12-06
16266,Mikhail,Sethi,Senior Staff,1985-10-25
16272,Shuho,Zeleznik,Senior Engineer,1996-04-15
16274,Sadun,Navazio,Senior Staff,1994-05-19
16302,Bedir,Speek,Engineer,1985-08-10
16324,Billie,Bazzichi,Staff,1998-05-04
16331,Giap,Garnham,Senior Staff,1991-12-25
16337,Hironoby,Schaad,Senior Engineer,1994-11-07
16341,Boutros,Fendler,Senior Staff,1999-12-08
16355,Nikolaos,Luca,Senior Staff,1992-06-30
16360,Sham,Jonsson,Senior Engineer,1995-10-10
16364,Yifei,Gini,Senior Staff,1994-09-19
16365,Janalee,Mellouli,Senior Staff,1990-04-27
16373,Narain,Aseltine,Senior Staff,1994-11-13
16377,Duri,Stanger,Engineer,1993-11-30
16380,Zhilian,Chleq,Senior Staff,1994-06-01
16382,Chaoyi,Talmon,Senior Engineer,1987-05-05
16383,Lidong,Czap,Senior Engineer,1994-09-24
16388,Subhankar,Georgatos,Senior Staff,1996-01-30
16396,Guangming,Yoshimura,Senior Staff,1997-02-25
16397,Shimshon,Cusworth,Senior Staff,1990-05-24
16398,Limsoon,Krzyzanowski,Senior Staff,1993-07-31
16399,Apostol,Collette,Senior Staff,1992-04-16
16404,Rafols,Rabehasaina,Senior Engineer,1993-07-18
16412,Moss,Tokunaga,Technique Leader,1989-03-10
16425,Idoia,Beerel,Senior Engineer,1989-12-15
16438,Abdulla,Demeyer,Senior Engineer,1996-04-08
16446,Jouko,Chinin,Senior Staff,1992-07-05
16447,Zhiguo,Savasere,Senior Engineer,1999-04-19
16448,Tsvetan,Zwicker,Senior Engineer,1999-04-26
16453,Goncalo,Basart,Senior Staff,1994-12-16
16471,Bogdan,Birta,Staff,1999-08-03
16478,Bedir,Wroclawski,Senior Staff,1994-09-27
16479,Jixiang,Eiter,Senior Staff,1992-04-13
16486,Sanjay,Perin,Senior Staff,1992-03-17
16487,Arunas,Yemenis,Senior Staff,2001-10-18
16490,Muzhong,Thiria,Senior Staff,1987-04-06
16491,Emdad,Radwan,Senior Staff,2001-10-03
16500,Elvis,Servieres,Senior Staff,1992-07-15
16504,Mong,Cromarty,Senior Engineer,1992-05-06
16510,Mototsugu,Vecchio,Senior Staff,1994-04-06
16537,Weidon,Seiwald,Senior Engineer,1991-08-03
16539,Gretta,Fetvedt,Senior Engineer,1993-12-06
16546,Sangeeta,Lanphier,Senior Engineer,1995-03-16
16549,Olivera,Thibadeau,Senior Staff,2000-03-02
16551,Sadegh,Ranon,Senior Engineer,1986-08-21
16556,Mostafa,Hiltgen,Senior Engineer,1987-12-27
16557,Fan,Majewski,Senior Engineer,1996-05-15
16567,Hein,Senzako,Senior Staff,1989-12-24
16570,Uta,Matzen,Senior Engineer,2000-03-24
16580,Masaru,Valiente,Senior Engineer,1986-06-20
16607,Vishwani,Honglei,Senior Staff,1993-09-17
16608,Boguslaw,Greibach,Engineer,1988-05-24
16619,Arvind,Boguraev,Senior Engineer,1993-09-19
16657,Yongdong,Heyers,Senior Engineer,1992-07-11
16658,Florian,Soicher,Senior Staff,1993-01-18
16672,Georgi,Peris,Senior Staff,1993-03-13
16674,Duke,Takanami,Technique Leader,1988-08-30
16679,Domenick,Cummings,Engineer,1994-07-17
16683,Hatem,Ghandeharizadeh,Senior Engineer,1986-11-19
16706,Gad,Krone,Senior Engineer,1995-07-13
16716,Ramachenga,Zumaque,Engineer,2000-02-02
16719,Sasan,Benantar,Senior Staff,1994-04-25
16723,Mohd,Randt,Senior Staff,1993-12-24
16729,Kirk,Broomell,Senior Staff,2001-05-07
16731,Domenico,Versino,Senior Engineer,1993-04-15
16733,Zijian,Serna,Engineer,1988-07-12
16759,Vojin,Masaki,Senior Engineer,1992-01-10
16799,Shigeichiro,Bamford,Senior Engineer,1994-04-26
16801,Gila,Strooper,Senior Engineer,1987-12-16
16803,Ziva,Rohrbach,Engineer,1994-03-14
16806,Sreekrishna,Dayana,Senior Staff,1990-07-20
16808,Kiyokazu,Katiyar,Senior Staff,1995-11-10
16832,Mads,Binkley,Senior Engineer,1991-02-26
16851,Leon,Stasinski,Senior Staff,1992-03-10
16852,Yefim,Fontet,Senior Engineer,1993-05-14
16858,Akeno,Gustavson,Senior Staff,1994-03-18
16862,JiYoung,Eppinger,Senior Engineer,1992-04-26
16864,Candido,Gecsel,Engineer,1996-10-28
16868,Gou,Vandervoorde,Staff,1989-09-18
16869,Yakkov,Huttel,Senior Staff,1998-12-19
16871,Munir,Stiles,Senior Engineer,1993-08-23
16875,Nikolaos,Radhakrishnan,Engineer,1997-10-26
16880,Honesty,Bresenham,Technique Leader,1986-08-24
16885,Ronghao,Stentiford,Senior Staff,1995-04-12
16897,Charlene,Ebeling,Technique Leader,1989-09-13
16910,Kazunori,Botman,Senior Engineer,1986-05-29
16919,Tesuya,Yurov,Engineer,1999-09-08
16921,Evgueni,Yeung,Senior Staff,1988-01-21
16929,Murthy,Burnard,Senior Engineer,1995-05-19
16954,Akhilish,Apsitis,Senior Staff,1995-08-06
16955,Sangeeta,Marrakchi,Senior Staff,2001-03-14
16969,Sanjit,Braccini,Senior Engineer,1997-10-26
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09
16988,Xiong,Peron,Senior Staff,1990-12-29
16993,Hongzue,Dahlbom,Senior Staff,1993-02-12
16996,Shigenori,Millington,Staff,1996-02-05
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22
17012,Valdiodio,Petereit,Senior Engineer,1998-11-02
17018,Berhard,Tasistro,Senior Engineer,1993-02-20
17024,Ewing,Siepmann,Senior Engineer,1993-07-11
17041,Nishit,Montemayor,Senior Staff,1993-01-18
17046,Fay,Kornyak,Senior Engineer,1993-07-21
17047,Qingxiang,Rijsenbrij,Engineer,1987-12-07
17048,Christoph,Murthy,Senior Engineer,1993-10-09
17055,Marin,Wixon,Senior Engineer,1988-08-06
17063,Anoosh,Thiran,Senior Staff,1992-12-12
17066,Heping,Ruther,Senior Engineer,1996-02-27
17068,Bodh,Gopalakrishnan,Assistant Engineer,1994-09-01
17072,Richara,Bala,Senior Staff,1997-12-15
17076,Gudjon,Hitomi,Senior Engineer,1987-01-04
17078,Gill,Hinsberger,Senior Staff,1990-11-29
17081,Weiru,Murtafg,Senior Engineer,1992-12-28
17089,Rafail,Erman,Senior Staff,1991-04-10
17097,Cathie,Berztiss,Engineer,1985-03-19
17098,Xuedong,Gelosh,Senior Engineer,1998-08-26
17101,Sandeepan,Compeau,Senior Engineer,1995-01-18
17102,Radhika,Garnick,Staff,1998-01-16
17103,Takahiro,Feldmann,Senior Engineer,1993-10-07
17112,Yuguang,Vickson,Engineer,1992-12-26
17120,Yifei,Polupanov,Senior Staff,1993-02-08
17125,Akhilish,Zweizig,Senior Engineer,2001-10-17
17126,Matk,Schapire,Senior Staff,2000-02-20
17140,Mabhin,Schwabacher,Assistant Engineer,1995-08-10
17143,Ziyad,Munke,Senior Engineer,1985-09-10
17146,Aemilian,Barbanera,Staff,1996-07-01
17154,Aria,Milicia,Staff,1991-01-09
17158,Danai,Vecchio,Senior Engineer,1998-02-14
17159,Quingbo,Mitchem,Senior Engineer,1995-10-22
17160,Shay,Montemayor,Senior Engineer,1988-02-22
